uniqueIdeaIndex,idea
m2ksrswp9ej71-HMRH-156-1,"My first idea is a toy which I would desribe as an electric kite. It would resemble unique or popular animals. Perhaps some from anime such as the flying bison from avatar called Appa. This would be fun for children as the kite would not rely on it being windy and so children could fly the kite whenever they want, the computation aspect could be an extra remote or the ability to control the animal from a tablet/phonne. There could also be a camera within it and so children could take photos."
m2ksrswp9ej71-HMRH-156-2,My second idea is escape room enclosed within a large box. However rooms and doors can not be opened. Children would have to engage with the rooms through an external screen such as a tablet and figure out the how to escape the rooms. When a room is escaped then there could be another puzzle which must be worked on physically. So essentially you are combining physical and computer in a very fun and engaging game.
m2ksrswp9ej71-HMRH-156-3,"My third idea is a brush, a child who likes drawing or painting can customise and change colours by pressing harder. Furthermore there could be a holographic aspect where a child can say or input what he wants to draw and it will show an image. It could also give instructions on how to draw and give helpful tips, perhaps a mode where when the pen is held it can guide a child to draw."
m2ksrswp9ej71-HMRH-156-4,"My fourth idea is a sort of twist on building blocks, the twist ist that the building blocks  can change shapes and the task would be to make items but the shapes are unconventional, this will be a unique and creative way for children to think out of the box, the computer element will give feedback and at the end show how to achieve the shape."
m2kstaz2blxwu-AINL-157-1,"Reinforced buoyancy: Boats should be made of light material.
The boat should be made with corrosive free material.
Stable design"
m2kstaz2blxwu-AINL-157-2,"Aerodynamic body to reduce friction.
Fuel effeciency
The interior should have infotainment and security/safety features
Customized paint for personalized touch."
m2kstaz2blxwu-AINL-157-3,"Each hull should be made of thickened, marine-grade aluminiun or durable composite material. 
Flat top deck reinforced with slip resistant surface, with retractable car restraints"
m2kswnm3wrwhh-AINH-158-1,"The Aqua Rover, a toy that is shaped like a miniature amphibious rover, with four buoyant wheels that can traverse water and land seamlessly."
m2kswnm3wrwhh-AINH-158-2,"The Floating Helicopter, a toy with inflatable pontoons on its skids, which allow it to land on water without sinking. Children can use a remote control to fly the helicopter and have it land on the water."
m2kswnm3wrwhh-AINH-158-3,"The Mobility Island Puzzle, a playset that doubles as a floatable toy. It consists of puzzle pieces that fit together to make a floatable island. There would be pathways in the puzzle for small toy vehicles to pass through."
m2kt3eq78fiz4-HMNH-162-1,a floatable play pen that floats on top of the water but also has a nice area for kids to walk around and sit/play
m2kt3eq78fiz4-HMNH-162-2,floaties that are moldable to each user that will keep them afloat but will also let them move freely around the water and it keeps them thethered to an anchor point
m2kt3eq78fiz4-HMNH-162-3,A raft that is like a paddle boat that will allow them to stay afloat on the water but also steer directions and choose which way to go
m2kt5ab7qenvc-HMRL-163-1,i would design a car that is self-driving and has a computer in there to select a location in which you would like to be taken to.
m2kt5ab7qenvc-HMRL-163-2,i would design a car that has sunroof that has ABC song and math calculation that the child can do when riding it
m2kt5ab7qenvc-HMRL-163-3,"a car that could be controlled by using an iPad. as it's easier for them to use, and has a lot of buttons for music, party LED, karaoke and taking picture."
m2kt5oajxyt5g-HMRH-164-1,A put-it-together programmable race car that has an extremely simplified hand-held coding controller that enables the car to move in certain directions based on the child's inputs.
m2kt5oajxyt5g-HMRH-164-2,A small robot toy that has customizable parts and is controlled via an app that when used can control the robots movements.
m2kt5oajxyt5g-HMRH-164-3,A 'smart' basketball - a basketball with an embedded sensor that when used alongside an app can give the child real-time analytics based on the child's jumpshot and ways to improve. The app can detect the trajectory and arc of the basketball and give helpful pointers to children who are looking to improve their jumpshot.
m2kt64ghshou1-AINL-165-1,"The Seasprint Explorer is a toy that represents a synergy between terrestrial and aquatic adventure in one toy. It is shaped like a futuristic creature, with a body that looks like an animal from Mars, but moves like both a car and boat. It has flexible appendages that retract  and transform into wheels for land and propellers for water. It has intuitive motion sensors so kids can give commands for movements using hand gestures. The toy can also project holographic environments to facilitate imaginary play on raceways or waterways."
m2kt64ghshou1-AINL-165-2,"This toy is a car/boat for your guinea pig or hamster! It has a ball on a gyroscope that holds the critter and allows it to stay stable as the car/boat travels. It is also water tight just in case, but must only be used under adult supervision."
m2kt64ghshou1-AINL-165-3,"Brightly colored, oversized rubber duckie shape that conceals the dual purpose functions of a car-boat. On land, springs cause it to bounce as it moves in a very funny fashion. The wings transform into flippers that move the boat through the water, splashing and quacking along the way."
m2ktb3ipo6uvb-AINH-166-1,"An inflatable airplane that has a built-in seat with straps. The child sits in the seat with its legs sticking out below. The plane is at waist height, and the child can walk around with it."
m2ktb3ipo6uvb-AINH-166-2,"Floatable onesie with a zipper for diaper changes. Includes a hood, footies and a Velcro front zipper. Lined with soft pajama like cotton fuzz."
m2ktb3ipo6uvb-AINH-166-3,Lego brick swimsuit. A swimsuit incorporating a Lego shaped brick as a floatation device at the waist. Can attach additional Lego floats to it to join with other floaters or to build a floating castle.
m2ktb3ipo6uvb-AINH-166-4,"The bouncy ball. An inflatable, buoyant ball that the kid can slip into with room for all limbs to stick out. It's possible to walk of swim with it on, but it is awkward. Designed to keep the kid upright in water. You can place bumper cars with it on land. helmets included."
m2ktjm9r6tkop-AIRL-167-1,"1. Smart Racer Simulator.
A ride on toy car equipped with a built in computer interface on the dashboard. It allows children to simulate races on a digital screen while controlling the toy car's speed, direction and actions using physical steering and pedals. The toy merges the excitement of driving with video game like simulations, teaching kids about navigation, road safety, and basic car mechanics in a fun, interactive way."
